mass,distanceX,distanceY,distanceZ,velocityX,velocityY,velocityZ
5.605870038393028e+24,-519433199546.4607,389159565363.7252,-58964489360.82464,-8592.585747939662,-11426.296592111625,1517.7782867456087
4.211890455513832e+24,109123416562.8169,-2585334263158.874,-1083198437030.1118,6891.633434311326,266.1865974408944,332.64106760782084
7.153511403596547e+24,79282480102.8478,61840091961.98123,6918360717.299023,-22037.27246445227,28767.727425781166,-2455.767589290271
6.132571973620803e+24,-2135190969039.4456,2415734747259.5747,2248313468515.2866,-4386.255385808705,-3835.4899517466974,-232.96276477192163
5.8963862061563e+24,163363722052.00232,586784107439.4746,1703966254559.7979,-7958.062373986001,3220.061667277499,-195.5939258502404
4.4201799565897725e+24,-218005109729.6612,-1114646434872.9314,489967739406.46216,10172.8701463252,-2126.153806027375,295.22606299052467
7.840161409352254e+24,-540469909339.6906,67552863649.6378,-2743461463401.7026,-1606.8576738079764,-6724.819972767959,-534.2230468911195
9.646566723543664e+24,-1245082244725.4868,228817158431.46716,3250773292567.681,-1348.8844735700332,-6033.837187494919,-403.8104415210786
2.987378369088303e+24,-2270868120026.9873,-2830602031532.305,2879779617250.678,4168.556821526537,-3379.634093643207,-426.48724943076814
6.969043305925323e+24,65260638606.00472,1275725204398.0908,1710500771745.0898,-7874.42187185853,686.0684051254883,-237.252892041964
7.913120470777583e+24,297935880916.8343,-662673164892.3196,3880299875606.6436,5455.074028711351,2009.0639574807387,-252.67935109376884
8.88772252528033e+24,1013461727543.9844,2275179895964.9614,2119031158138.5017,-5812.025105332934,2656.7256752361623,250.15173313311803
6.780986913776593e+24,151067186446.6093,-19833666578.175087,-4697591810621.089,2318.3300304600957,4795.5808274341525,538.9892606840203
1.8535131679446948e+24,24934917730.598022,-273008082489.0124,3384826311925.4365,6227.828503387766,-718.8638392463839,-51.225734309046864
6.28930008683378e+24,1856823737223.116,-1412624673572.0513,4158105142257.4155,3267.357900807442,4159.206162797371,-478.02244053973726
5.813414157453981e+24,356665418210.3154,-525016271660.59,827267448244.6135,9910.13614184869,5349.835967875896,-1354.1700817127125
6.221205448657556e+24,727231555586.416,-355725522885.9163,756574303752.3623,5358.085225845357,9531.675342469956,-1353.3363290714171
1.0860242620067843e+24,1223849272684.3496,-2501008231223.6562,2484478335712.864,5396.554283187316,2583.69990116834,475.5316590179786
7.398210003569676e+24,-503773244647.2031,-152617532756.33966,-1469446667506.5833,1410.0093408551224,-9129.609445416803,391.86941901155035
3.2305636197964734e+24,1105504604425.9756,114217748919.85411,-401044585892.9643,-987.9658138986522,10586.025840564313,-216.75411400899657
6.23775569818985e+24,51004012567.56936,-76991337566.30063,-69464385462.98811,25863.428487902616,21284.507421399878,-7213.090334132351
6.700111381737176e+24,-441448103389.7098,-2454112043610.5874,2584156603881.117,5990.208754910048,-1148.1409845835653,426.32037716557807
3.415584551693827e+24,339290763561.8973,68484045253.50633,2802140467739.7603,-150.72633317877973,6879.300882725799,464.8707348842976
3.722803532990115e+24,-1181093663658.9783,1285353933753.5354,376210817506.97314,-6378.604371602046,-5838.074651991627,203.3784489257015
3.1314206159218754e+24,-1850547523851.9458,2952444605552.5093,-2293440693304.905,-4805.011421684372,-2982.2396451402283,466.06941579741493
9.914675303012196e+24,1373168761374.1494,1202751529971.4226,-2832465458916.6694,-4041.220357738226,4823.208535374668,208.09397127475756
6.970020703378255e+24,2282383085795.2344,-2709949313134.432,1731883271716.5894,4459.878876801619,3734.5458881990644,-319.58316700375667
9.201230774356652e+24,-11195177921.706259,888147580976.8976,3578214160501.1387,-6008.248187049676,269.62954824649034,-404.14585753400786
9.356342904963236e+24,3221075757360.8145,-574342873858.0099,-1155390168186.1846,1100.386940865255,6104.556192110651,-199.68572175555641
